Gadsden State Community College,Gadsden,AL,www.gadsdenstate.edu,www.gadsdenstate.edu/netpricecalculator/,4565,NULL,4516,4872,6147,5143,NULL,NULL,NULL,NULL,NULL,NULL,5480,0.6792,0.21,0.0261,0.0055,NULL,0.5589,NULL,0.3865,NULL,NULL,NULL,NULL,0.210752778,0
New Beginning College of Cosmetology,Albertville,AL,www.nbccosmetology.com,www.nbccosmetology.com/npcalc.htm,NULL,9476,NULL,NULL,NULL,NULL,NULL,8651,11294,11443,13482,13482,89,0.9326,0.0337,0.0337,0,NULL,0.8636,NULL,NULL,NULL,NULL,NULL,NULL,0.945962162,0
George C Wallace State Community College-Dothan,Dothan,AL,www.wallace.edu,www.wallace.edu/net_price_calculator.aspx,2681,NULL,2386,3243,5046,NULL,2590,NULL,NULL,NULL,NULL,NULL,4293,0.6306,0.3196,0.024,0.0058,NULL,0.5597,NULL,0.4627,NULL,NULL,NULL,NULL,0.260445321,0
George C Wallace State Community College-Hanceville,Hanceville,AL,www.wallacestate.edu,www.wallacestate.edu/Financial-Aid/Net-Price-Calculator/index,6628,NULL,6299,6229,8750,9756,8657,NULL,NULL,NULL,NULL,NULL,4904,0.875,0.0593,0.0273,0.0043,NULL,0.6368,NULL,0.5414,NULL,NULL,NULL,NULL,0.310233833,0
George C Wallace State Community College-Selma,Selma,AL,www.wccs.edu,www.wccs.edu/index.php?page=npc.html,8712,NULL,8692,8220,11810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1604,0.2163,0.7594,0.0062,0.0069,NULL,0.5312,NULL,0.2727,NULL,NULL,NULL,NULL,0.280347196,0
Herzing University-Birmingham,Birmingham,AL,www.herzing.edu/birmingham,www.herzing.edu/financial-aid/net-price-calculator,NULL,22518,NULL,NULL,NULL,NULL,NULL,22202,22985,21989,25064,NULL,318,0.3491,0.5881,0.0063,0.0094,0.5,NULL,NULL,NULL,NULL,NULL,NULL,0.323541176,NULL,0
Huntingdon College,Montgomery,AL,www.huntingdon.edu,hawk.huntingdon.edu/oiac/netpricecalculator/npcalc.htm,NULL,17864,NULL,NULL,NULL,NULL,NULL,16288,16917,17974,18342,20736,1100,0.5845,0.1918,0.02,0.0091,0.6196,NULL,NULL,NULL,460,480,NULL,0.447984076,NULL,0
Heritage Christian University,Florence,AL,www.hcu.edu,www.hcu.edu/share/news/npcalc.htm,NULL,9346,NULL,NULL,NULL,NULL,NULL,9346,NULL,NULL,NULL,NULL,67,0.7313,0.1194,0.0448,0,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0
J F Drake State Community and Technical College,Huntsville,AL,www.drakestate.edu,www.drakestate.edu/admissions/net_price_calculator.aspx,7163,NULL,7136,7524,6905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1040,0.3096,0.6231,0.025,0.0048,NULL,0.4228,NULL,0.2059,NULL,NULL,NULL,NULL,0.244616547,0
Jacksonville State University,Jacksonville,AL,www.jsu.edu/,www.jsu.edu/finaid/,16078,NULL,14021,15774,18261,19180,19202,NULL,NULL,NULL,NULL,NULL,7195,0.6655,0.2628,0.0133,0.0053,0.7112,NULL,0.3,NULL,485,480,NULL,0.297699661,NULL,0
Jefferson Davis Community College,Brewton,AL,www.jdcc.edu,www.jdcc.edu/netpricecalculator/,3796,NULL,3648,4129,4473,3599,NULL,NULL,NULL,NULL,NULL,NULL,1037,0.5853,0.297,0.0116,0.0183,NULL,0.5182,NULL,0.4565,NULL,NULL,NULL,NULL,0.356118919,0
Jefferson State Community College,Birmingham,AL,www.jeffstateonline.com,www.jeffstateonline.com/financial/tuition/net-price-calculator/,8799,NULL,7793,8912,11006,12606,12835,NULL,NULL,NULL,NULL,NULL,7494,0.6894,0.2171,0.0388,0.0169,NULL,0.5235,NULL,0.4415,NULL,NULL,NULL,NULL,0.16483655,0
John C Calhoun State Community College,Tanner,AL,www.calhoun.edu,calhoun.studentaidcalculator.com/,5278,NULL,3925,5268,7865,9495,9550,NULL,NULL,NULL,NULL,NULL,9970,0.6627,0.1949,0.0396,0.0191,NULL,0.5749,NULL,0.468,NULL,NULL,NULL,NULL,0.156614362,0
Judson College,Marion,AL,www.judson.edu,www.judson.edu,NULL,17243,NULL,NULL,NULL,NULL,NULL,15101,17186,20215,19308,19757,331,0.7915,0.145,0.0151,0.0091,0.5974,NULL,NULL,NULL,595,550,570,0.390415068,NULL,0
Lawson State Community College-Birmingham Campus,Birmingham,AL,www.lawsonstate.edu,www.lawsonstate.edu/financialaid/npc/npcalc.htm,7406,NULL,7320,7672,8030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2894,0.1448,0.7557,0.0104,0.0031,NULL,0.5251,NULL,0.2403,NULL,NULL,NULL,NULL,0.187934947,0
University of West Alabama,Livingston,AL,www.uwa.edu,secure.uwa.edu/calculator/npcalc.htm,13221,NULL,12131,12490,15140,15656,15509,NULL,NULL,NULL,NULL,NULL,1988,0.4291,0.4195,0.0216,0.0101,0.5781,NULL,0.5385,NULL,NULL,NULL,NULL,0.330417768,NULL,0
Lurleen B Wallace Community College,Andalusia,AL,www.lbwcc.edu,www.lbwcc.edu/financial_aid/2010-2011_net_price_calculator.aspx,8041,NULL,7829,8434,9604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1372,0.7259,0.2493,0.0087,0.0058,NULL,0.5702,NULL,0.3488,NULL,NULL,NULL,NULL,0.261864826,0
Marion Military Institute,Marion,AL,www.marionmilitary.edu,www.marionmilitary.edu/admissions/netcalc/npcalc.htm,11013,NULL,7846,9737,11265,14048,14036,NULL,NULL,NULL,NULL,NULL,411,0.5766,0.2287,0.1022,0.0365,NULL,0.3811,NULL,NULL,525,530,NULL,NULL,0.283014723,0
Miles College,Fairfield,AL,www.miles.edu,miles.edu,NULL,15217,NULL,NULL,NULL,NULL,NULL,14741,14369,17533,20393,18803,1663,0.018,0.9693,0.0054,0,0.5476,NULL,0.25,NULL,NULL,NULL,NULL,0.189705012,NULL,0
University of Mobile,Mobile,AL,www.umobile.edu,tcc.noellevitz.com/(S(i2ma5wzihnqpsazmq43fszpq))/University%20of%20Mobile/Freshman-Students,NULL,17970,NULL,NULL,NULL,NULL,NULL,14149,18486,18698,18977,20397,1472,0.6461,0.216,0.0122,0.0095,0.7727,NULL,0,NULL,540,575,NULL,0.457751174,NULL,0
University of Montevallo,Montevallo,AL,www.montevallo.edu,www.montevallo.edu/finaid/NetPriceCalculator/,15003,NULL,12723,14312,15804,16885,17681,NULL,NULL,NULL,NULL,NULL,2610,0.7368,0.1398,0.023,0.0065,0.7365,NULL,0.6923,NULL,554,508,510,0.459535962,NULL,0
Northwest-Shoals Community College,Muscle Shoals,AL,www.nwscc.edu,nwscc.edu/financialaid/netpricecalculator/npcalc.htm,4678,NULL,4021,5158,6514,8568,7336,NULL,NULL,NULL,NULL,NULL,3235,0.8195,0.127,0.0343,0.0031,NULL,0.5263,NULL,0.3116,NULL,NULL,NULL,NULL,0.203530533,0
University of North Alabama,Florence,AL,www.una.edu,studentnpc.collegeboard.org/,11476,NULL,11270,11610,11706,11878,13357,NULL,NULL,NULL,NULL,NULL,5536,0.715,0.1384,0.0246,0.0038,0.7079,NULL,0.3333,NULL,489,482,NULL,0.322248727,NULL,0
Northeast Alabama Community College,Rainsville,AL,www.nacc.edu,www.nacc.edu,2544,NULL,2219,3206,3474,2310,NULL,NULL,NULL,NULL,NULL,NULL,2376,0.8885,0.0181,0.0526,0.0055,NULL,0.6142,NULL,0.4818,NULL,NULL,NULL,NULL,0.318402564,0
Oakwood University,Huntsville,AL,www.oakwood.edu,www.oakwood.edu/campus-services/financial-aid,NULL,26954,NULL,NULL,NULL,NULL,NULL,25558,26623,27028,29881,28929,1854,0.0102,0.8495,0.0237,0.0016,0.7876,NULL,NULL,NULL,462,455,NULL,0.371902479,NULL,0
Alabama Southern Community College,Monroeville,AL,www.ascc.edu,www.ascc.edu,4998,NULL,4737,5731,7265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1218,0.5452,0.4187,0.0074,0.0057,NULL,0.5675,NULL,0.5455,NULL,NULL,NULL,NULL,0.315534351,0
Prince Institute-Southeast,Montgomery,AL,princeinstitute.edu,princeinstitute.edu,NULL,20904,NULL,NULL,NULL,NULL,NULL,20413,19151,18926,24676,24576,102,0.6667,0.2745,0.0294,0.0098,NULL,0.8333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Reid State Technical College,Evergreen,AL,www.rstc.edu,www.rstc.edu,4912,NULL,5081,5196,-400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,414,0.471,0.4928,0.0121,0.0024,NULL,0.4881,NULL,0.4,NULL,NULL,NULL,NULL,0.457968702,0
Bishop State Community College,Mobile,AL,www.bishop.edu,www.bishop.edu/calculator/,5145,NULL,5100,5315,7271,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3363,0.2551,0.672,0.0152,0.0149,NULL,0.4122,NULL,0.2919,NULL,NULL,NULL,NULL,0.218287989,0
Samford University,Birmingham,AL,www.samford.edu,samford.studentaidcalculator.com/welcome.aspx,NULL,24093,NULL,NULL,NULL,NULL,NULL,16298,18747,25057,26184,27452,2995,0.8114,0.0664,0.0664,0.008,0.8673,NULL,1,NULL,565,560,555,0.702598672,NULL,0
Selma University,Selma,AL,selmauniversity.org,selmauniversity.org/financialaidtest.htm,NULL,8427,NULL,NULL,NULL,NULL,NULL,8389,8718,NULL,NULL,NULL,447,0.0336,0.9664,0,0,0.4202,NULL,0.1765,NULL,NULL,NULL,NULL,0.395748338,NULL,0
Shelton State Community College,Tuscaloosa,AL,www.sheltonstate.edu,www.sheltonstate.edu/financial_aid/price_calculator.aspx,8587,NULL,8186,9220,10861,11557,NULL,NULL,NULL,NULL,NULL,NULL,4859,0.5526,0.347,0.0047,0.0111,NULL,0.5848,NULL,0.3672,NULL,NULL,NULL,NULL,0.138370919,0
Snead State Community College,Boaz,AL,www.snead.edu,www.snead.edu/npcalc.htm,3884,NULL,3788,3315,5114,6668,NULL,NULL,NULL,NULL,NULL,NULL,2161,0.8242,0.0551,0.0689,0.0079,NULL,0.5945,NULL,0.398,NULL,NULL,NULL,NULL,0.322287805,0
University of South Alabama,Mobile,AL,www.southalabama.edu,instresrch.usouthal.edu/npc/,13027,NULL,10165,11227,15144,17047,17083,NULL,NULL,NULL,NULL,NULL,11048,0.6374,0.229,0.0246,0.0337,0.6787,NULL,0.3571,NULL,495,500,470,0.350631543,NULL,0
Spring Hill College,Mobile,AL,www.shc.edu,www.shc.edu/ug/tuition-and-financial-aid/resources/net-price-calculator,NULL,18555,NULL,NULL,NULL,NULL,NULL,14705,17885,17946,20409,22490,1269,0.6643,0.1608,0.0875,0.0071,0.7559,NULL,NULL,NULL,540,540,545,0.588991724,NULL,0
Southeastern Bible College,Birmingham,AL,www.sebc.edu,www.sebc.edu/finaid/net-price-calculator/,NULL,12954,NULL,NULL,NULL,NULL,NULL,10494,17627,15477,NULL,NULL,160,0.625,0.2938,0.0313,0,0.6429,NULL,NULL,NULL,NULL,NULL,NULL,0.239086957,NULL,0
Stillman College,Tuscaloosa,AL,www.stillman.edu,www.stillman.edu/finanical-aid/npcalc.htm,NULL,17473,NULL,NULL,NULL,NULL,NULL,17075,18857,15257,18007,17150,863,0.0626,0.9224,0.0104,0.0023,0.6123,NULL,0.1111,NULL,400,411,NULL,0.257584545,NULL,0
Talladega College,Talladega,AL,www.talladega.edu,www.talladega.edu/netcalc/npcalc.htm,NULL,9062,NULL,NULL,NULL,NULL,NULL,9015,9154,8999,9154,NULL,894,0.0391,0.8949,0.0257,0.0045,0.3285,NULL,0.6667,NULL,NULL,NULL,NULL,0.494891525,NULL,0
H Councill Trenholm State Technical College,Montgomery,AL,www.trenholmstate.edu,www.trenholmstate.edu,6067,NULL,6002,6012,7346,5655,NULL,NULL,NULL,NULL,NULL,NULL,1262,0.4263,0.5523,0.0048,0.0095,NULL,0.4979,NULL,0.4045,NULL,NULL,NULL,NULL,0.50624,0
Troy University,Troy,AL,www.troy.edu,admissions.troy.edu/npcalc.aspx,11168,NULL,11192,10364,10193,12767,NULL,NULL,NULL,NULL,NULL,NULL,16208,0.4908,0.3672,0.0297,0.0083,0.7389,NULL,0.423,NULL,NULL,NULL,NULL,0.345579703,NULL,0
Troy University-Phenix City Campus,Phenix City,AL,http://www.troy.edu/locations/phenix-city-campus.html,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Troy University-Montgomery Campus,Montgomery,AL,http://www.troy.edu/locations/montgomery-campus.html,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Troy University-Dothan Campus,Dothan,AL,http://www.troy.edu/locations/dothan-campus.html,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Troy University-eTROY,Troy,AL,http://www.troy.edu/etroy/online-learning.html,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Troy University-Global Campus,Troy,AL,http://trojan.troy.edu/globalcampus/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Tuskegee University,Tuskegee,AL,www.tuskegee.edu,www.tuskegee.edu,NULL,28909,NULL,NULL,NULL,NULL,NULL,27806,27351,30769,29401,NULL,2584,0.0019,0.7752,0.0019,0.0008,0.7242,NULL,1,NULL,455,460,NULL,0.448089488,NULL,0
United States Sports Academy,Daphne,AL,www.ussa.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,0.2125,0.1125,0.0875,0.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Bevill State Community College,Jasper,AL,www.bscc.edu,www.bscc.edu/financialaid/npcalculator.php,8303,NULL,7954,8752,10181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3212,0.8032,0.1541,0.014,0.0044,NULL,0.581,NULL,0.3603,NULL,NULL,NULL,NULL,0.292400356,0
University of Alaska Anchorage,Anchorage,AK,www.uaa.alaska.edu,www.uaa.alaska.edu/financialaid/customcf/npcalc.htm,8160,NULL,6204,7014,9195,11295,11713,NULL,NULL,NULL,NULL,NULL,13116,0.5759,0.0361,0.0735,0.0722,0.7062,NULL,0.5439,NULL,NULL,NULL,NULL,0.255403123,NULL,0
Alaska Bible College,Palmer,AK,www.akbible.edu/,www.akbible.edu/sites/default/files/npcalc.htm,NULL,9592,NULL,NULL,NULL,NULL,NULL,9592,NULL,NULL,NULL,NULL,26,0.8846,0,0.0385,0,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
University of Alaska Fairbanks,Fairbanks,AK,www.uaf.edu,www.uaf.edu/finaid/net-price-calculator/,9372,NULL,7916,7059,9646,11720,12529,NULL,NULL,NULL,NULL,NULL,5729,0.4486,0.0229,0.0504,0.0133,0.7687,NULL,0.4074,NULL,NULL,NULL,NULL,0.30914582,NULL,0
University of Alaska Southeast,Juneau,AK,www.uas.alaska.edu,www.uas.alaska.edu/financial_aid/costs/npcalc.htm,9462,NULL,8443,7994,11898,13268,10957,NULL,NULL,NULL,NULL,NULL,1488,0.4751,0.0081,0.0551,0.0276,0.7158,NULL,0.5714,NULL,NULL,NULL,NULL,0.121454656,NULL,0
Alaska Pacific University,Anchorage,AK,www.alaskapacific.edu,my.alaskapacific.edu/uniquesigce3d1b55322415c149deda8964ead9cb/uniquesig0/SecureInternalMyPortalHomePage/,NULL,30891,NULL,NULL,NULL,NULL,NULL,29014,28525,29899,33475,33275,340,0.5441,0.0294,0.0353,0.0176,0.6667,NULL,1,NULL,520,480,502,0.463923711,NULL,0
AVTEC-Alaska's Institute of Technology,Seward,AK,www.avtec.edu/,www.avtec.edu/npcalc.htm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1347,0.5702,0.0171,0.0364,0.0082,NULL,1,NULL,1,NULL,NULL,NULL,NULL,0.83635007,0
Charter College-Anchorage,Anchorage,AK,www.chartercollege.edu,chartercollege.studentaidcalculator.com/survey.aspx,NULL,17691,NULL,NULL,NULL,NULL,NULL,17717,16875,19083,NULL,NULL,2191,0.429,0.0374,0.3241,0.0196,0.4333,NULL,NULL,NULL,NULL,NULL,NULL,0.34897899,NULL,0
Prince William Sound Community College,Valdez,AK,www.pwscc.edu,www.pwscc.edu/admissions/tuition-fees/,8775,NULL,6343,11184,12434,NULL,12434,NULL,NULL,NULL,NULL,NULL,134,0.3657,0,0.0672,0,NULL,0.4,NULL,0,NULL,NULL,NULL,NULL,0.057673077,0
Alaska Career College,Anchorage,AK,www.alaskacareercollege.edu,www.alaskacareercollege.edu,NULL,14170,NULL,NULL,NULL,NULL,NULL,14009,15521,NULL,NULL,NULL,335,0.4,0.1164,0.0806,0.1493,NULL,0.8227,NULL,NULL,NULL,NULL,NULL,NULL,0.748726438,0
Everest College-Phoenix,Phoenix,AZ,www.everestcollegephoenix.edu,www.Everestcollegephoenix.edu/npc,NULL,20126,NULL,NULL,NULL,NULL,NULL,20002,19795,23922,25089,NULL,2761,0.389,0.3158,0.1268,0.0058,NULL,NULL,1,NULL,NULL,NULL,NULL,0.332974973,NULL,0
Collins College,Phoenix,AZ,www.collinscollege.edu,collinscollege.studentaidcalculator.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,254,0.3465,0.0827,0.1614,0.0079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.379182391,NULL,0
Empire Beauty School-Paradise Valley,Phoenix,AZ,www.empire.edu,www.empire.edu/net-price-calculator,NULL,12328,NULL,NULL,NULL,NULL,NULL,10835,10555,15493,15718,NULL,43,0.6047,0.0698,0.1628,0,NULL,0.68,NULL,0.75,NULL,NULL,NULL,NULL,0.640803883,0
Empire Beauty School-Tucson,Tucson,AZ,www.empire.edu,www.empire.edu/net-price-calculator,NULL,13660,NULL,NULL,NULL,NULL,NULL,13018,13876,16592,17171,17171,175,0.2343,0.1029,0.5657,0.0114,NULL,0.7273,NULL,0.5833,NULL,NULL,NULL,NULL,0.532135321,0
Thunderbird School of Global Management,Glendale,AZ,www.thunderbird.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Global MBA Latin American Managers Program Satellite Campus,Doral,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
American Indian College of the Assemblies of God Inc,Phoenix,AZ,www.aicag.edu/,www.aicag.edu/npc/npcalc.htm,NULL,12580,NULL,NULL,NULL,NULL,NULL,13304,11375,NULL,NULL,NULL,77,0.0649,0.1169,0.1948,0,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,0.51063617,NULL,0
American Institute of Technology,Phoenix,AZ,www.ait-schools.com,www.ait-schools.com,NULL,19019,NULL,NULL,NULL,NULL,NULL,18828,19413,NULL,20624,21896,278,0.5144,0.241,0.1331,0.0144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.794524109,0
Carrington College-Phoenix,Phoenix,AZ,www.carrington.edu,carrington.edu/financial-aid/net-price-calculator/carrington-college/,NULL,20501,NULL,NULL,NULL,NULL,NULL,20207,20985,22455,24117,24417,676,0.2618,0.0784,0.5429,0.0044,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.647021648,NULL,0
Carrington College-Mesa,Mesa,AZ,www.carrington.edu,carrington.edu/financial-aid/net-price-calculator/carrington-college/,NULL,22169,NULL,NULL,NULL,NULL,NULL,22247,19972,24130,26242,26492,691,0.4486,0.0463,0.3343,0.026,NULL,0.7179,NULL,NULL,NULL,NULL,NULL,NULL,0.671635807,0
Carrington College-Tucson,Tucson,AZ,www.carrington.edu,carrington.edu/financial-aid/net-price-calculator/carrington-college/,NULL,21229,NULL,NULL,NULL,NULL,NULL,20944,21767,22586,24072,24529,440,0.2614,0.0364,0.6136,0.0023,NULL,0.7273,NULL,NULL,NULL,NULL,NULL,NULL,0.633205019,0
College America-Flagstaff,Flagstaff,AZ,www.collegeamerica.edu,www.collegeamerica.edu/net-price-calculator,NULL,20877,NULL,NULL,NULL,NULL,NULL,20753,22679,NULL,NULL,NULL,209,0.2727,0.0144,0.1053,0,0.6522,NULL,NULL,NULL,NULL,NULL,NULL,0.4667,NULL,0
Arizona Academy of Beauty-East,Tucson,AZ,www.arizonaacademy.com,www.arizonaacademy.com,NULL,12938,NULL,NULL,NULL,NULL,NULL,12634,13850,NULL,NULL,NULL,47,0.383,0.0213,0.4894,0.0213,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0.585395122,0
Arizona Automotive Institute,Glendale,AZ,www.aai.edu,www.aai.edu,NULL,28404,NULL,NULL,NULL,NULL,NULL,28138,29029,29252,31177,32627,505,0.3723,0.1129,0.3149,0.0079,NULL,0.5846,NULL,NULL,NULL,NULL,NULL,NULL,0.643696916,0
Brookline College-Phoenix,Phoenix,AZ,www.brooklinecollege.edu,www.brooklinecollege.edu,NULL,25566,NULL,NULL,NULL,NULL,NULL,25296,25857,25701,29302,29302,828,0.3249,0.2077,0.2512,0.0193,0.4471,NULL,NULL,NULL,NULL,NULL,NULL,0.511348571,NULL,0
Arizona State University-Tempe,Tempe,AZ,www.asu.edu/,students.asu.edu/costs,11480,NULL,8246,9083,13292,14918,15904,NULL,NULL,NULL,NULL,NULL,38480,0.5755,0.0398,0.1853,0.0677,0.844,NULL,0.4038,NULL,560,585,NULL,0.580479231,NULL,0
